tg_ecotypeid,ecotypeid,ecotypeids_merged,name,othername,country,sitename,latitude,longitude,collector,collectiondate,250k,1001g,fullseq_data,producer,comment,completed,release_status,seq_by,picture,public_URL,UC_HPC_loc,location_qc,GMI_methylome,GMI_transcriptome,CS_1001,CS_regmap,regmap_1001_check,CS_number
2143,2143,,MSGA-64,,USA,MSGA,43.2749,-86.0891,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2144,2144,,MSGA-65,,USA,MSGA,43.2749,-86.0891,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2145,2145,,MSGA-66,,USA,MSGA,43.2749,-86.0891,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2146,2146,,MSGA-67,,USA,MSGA,43.2749,-86.0891,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2147,2147,,MSGA-69,,USA,MSGA,43.2749,-86.0891,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2148,2148,,Paw-1,,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,Y,,N,,,,,,,,,,,,,CS77733,,
2149,2149,,Paw-2,,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2150,2150,,Paw-3,,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,Y,,N,,,,,,,,,,,,,CS77734,,
2151,2151,,Paw-4,,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,Y,,N,,,,,,,,,,,,,CS77735,,
2152,2152,,Paw-5,,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2153,2153,,Paw-7,,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2154,2154,,Paw-8,,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2155,2155,,Paw-9,,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2156,2156,,Paw-10,,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2157,2157,,Paw-11,,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,Y,,N,,,,,,,,,,,,,CS77736,,
2158,2158,,Paw-12,,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2159,2159,,Paw-13,,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,N,Y,Y,,,Y,,MPI,,,,,,,,,,CS78990
2160,2160,,Paw-14,,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,Y,,N,,,,,,,,,,,,,CS77737,,
2161,2161,,Paw-15,,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2162,2162,,Paw-16,,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2163,2163,,Paw-17,,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2164,2164,,Paw-18,,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2165,2165,,Paw-19,,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2166,2166,,Paw-20,,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,N,Y,Y,,,Y,,MPI,,,,,,,,,,CS78991
2167,2167,,Paw-21,,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2168,2168,,Paw-23,,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2169,2169,,Paw-24,,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2170,2170,,Paw-25,,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2171,2171,,Paw-26,,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,Y,Y,Y,Joy Bergelson remain of the 200,,Y,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/2171.png,,,,,,CS77164,CS77738,,CS77164
2172,2172,,Paw-27,,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2173,2173,,Paw-29,,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2174,2174,,Paw-30,,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2175,2175,,Paw-31,,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,Y,,N,,,,,,,,,,,,,CS77739,,
2176,2176,,Paw-32,,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2177,2177,,Paw-33,,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2178,2178,,Paw-36,,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2179,2179,,Paw-39,,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2180,2180,,Paw-40,,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,Y,,N,,,,,,,,,,,,,CS77740,,
2181,2181,,Paw-42,,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2182,2182,,Paw-43,,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2183,2183,,Paw-44,,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2184,2184,,Paw-45,,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2185,2185,,Paw-48,,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2186,2186,,Paw-51,,USA,Paw,42.148,-86.431,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2187,2187,,Pent-1,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,Y,,N,,,,,,,,,,,,,CS77741,,
2188,2188,,Pent-2,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2189,2189,,Pent-4,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2190,2190,,Pent-5,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2191,2191,,Pent-7,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,N,Y,Y,,,Y,,MPI,,,,,,,,,,CS78992
2192,2192,,Pent-8,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2193,2193,,Pent-9,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2194,2194,,Pent-10,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2195,2195,,Pent-11,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2196,2196,,Pent-12,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2197,2197,,Pent-13,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2198,2198,,Pent-15,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2199,2199,,Pent-16,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2200,2200,,Pent-20,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2201,2201,,Pent-22,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,Y,,N,,,,,,,,,,,,,CS77742,,
2202,2202,,Pent-23,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,N,Y,Y,Joy Bergelson remain of the 200,,Y,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/2202.png,,,,,,CS77168,,,CS77168
2203,2203,,Pent-24,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2204,2204,,Pent-30,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,Y,,N,,,,,,,,,,,,,CS77743,,
2205,2205,,Pent-32,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2206,2206,,Pent-35,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2207,2207,,Pent-37,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2208,2208,,Pent-38,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2209,2209,,Pent-39,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2210,2210,,Pent-43,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2211,2211,,Pent-45,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2212,2212,,Pent-46,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,N,Y,Y,,,Y,,MPI,,,,,,,,,,CS78993
2213,2213,,Pent-47,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2214,2214,,Pent-49,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,Y,,N,,,,,,,,,,,,,CS77744,,
2215,2215,,Pent-51,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2216,2216,,Pent-53,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2217,2217,,Pent-55,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2218,2218,,Pent-56,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2219,2219,,Pent-57,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2220,2220,,Pent-58,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2221,2221,,Pent-59,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2222,2222,,Pent-60,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2223,2223,,Pent-61,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2224,2224,,Pent-63,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2225,2225,,Pent-65,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2226,2226,,Pent-66,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2227,2227,,Pent-67,,USA,Pent,43.7623,-86.3929,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2228,2228,,Riv-1,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2229,2229,,Riv-2,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2230,2230,,Riv-6,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2231,2231,,Riv-8,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2232,2232,,Riv-9,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2233,2233,,Riv-12,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2234,2234,,Riv-16,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2235,2235,,Riv-19,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2236,2236,,Riv-20,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2237,2237,,Riv-22,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2238,2238,,Riv-24,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2239,2239,,Riv-25,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,Y,Y,,,Y,,MPI,,,,,,,,,,CS78994
2240,2240,,Riv-26,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,Y,Y,,,Y,,MPI,,,,,,,,,,CS78995
2241,2241,,Riv-27,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2242,2242,,Riv-28,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2243,2243,,Riv-30,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2244,2244,,Riv-31,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2245,2245,,Riv-32,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2246,2246,,Riv-33,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2247,2247,,Riv-34,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2248,2248,,Riv-35,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2249,2249,,Riv-36,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2250,2250,,Riv-37,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2251,2251,,Riv-38,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2252,2252,,Riv-39,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2253,2253,,Riv-40,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2254,2254,,Riv-41,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2255,2255,,Riv-42,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2256,2256,,Riv-43,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2257,2257,,Riv-44,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2258,2258,,Riv-45,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2259,2259,,Riv-46,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2260,2260,,Riv-47,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2261,2261,,Riv-48,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2262,2262,,Riv-49,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2263,2263,,Riv-50,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2264,2264,,Riv-51,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2265,2265,,Riv-52,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2266,2266,,Riv-53,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2267,2267,,Riv-54,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2268,2268,,Riv-55,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2269,2269,,Riv-56,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2270,2270,,Riv-58,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2271,2271,,Riv-59,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2272,2272,,Riv-60,,USA,Riv,42.184,-86.382,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2273,2273,,SLSP-27,,USA,SLSP,43.665,-86.496,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2274,2274,,SLSP-30,,USA,SLSP,43.665,-86.496,Diane Byers,2004-06-04 00:00:00,Y,,N,,,,,,,,,,,,,CS77745,,
2275,2275,,SLSP-28,,USA,SLSP,43.665,-86.496,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2276,2276,,SLSP-31,,USA,SLSP,43.665,-86.496,Diane Byers,2004-06-04 00:00:00,N,Y,Y,Joy Bergelson remain of the 200,,Y,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/2276.png,,,,,,CS77254,,,CS77254
2277,2277,,SLSP-34,,USA,SLSP,43.665,-86.496,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2278,2278,,SLSP-35,,USA,SLSP,43.665,-86.496,Diane Byers,2004-06-04 00:00:00,N,Y,Y,Joy Bergelson remain of the 200,,Y,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/2278.png,,,,,,CS77255,,,CS77255
2279,2279,,SLSP-49,,USA,SLSP,43.665,-86.496,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2280,2280,,SLSP-58,,USA,SLSP,43.665,-86.496,Diane Byers,2004-06-04 00:00:00,Y,,N,,,,,,,,,,,,,CS77746,,
2281,2281,,SLSP-60,,USA,SLSP,43.665,-86.496,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2282,2282,,SLSP-71,,USA,SLSP,43.665,-86.496,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2283,2283,,SLSP-72,,USA,SLSP,43.665,-86.496,Diane Byers,2004-06-04 00:00:00,Y,,N,,,,,,,,,,,,,CS77747,,
2284,2284,,SLSP-74,,USA,SLSP,43.665,-86.496,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2285,2285,,SLSP-69,,USA,SLSP,43.665,-86.496,Diane Byers,2004-06-04 00:00:00,N,Y,Y,,,Y,,MPI,,,,,,,,,,CS78996
2286,2286,,SLSP-67,,USA,SLSP,43.665,-86.496,Diane Byers,2004-06-04 00:00:00,N,Y,Y,,,Y,,MPI,,,,,,,,,,CS78997
2287,2287,,SLSP-77,,USA,SLSP,43.665,-86.496,Diane Byers,2004-06-04 00:00:00,N,,N,,,,,,,,,,,,,,,
2288,2288,,Ste-1,,USA,Ste,42.03,-86.514,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2289,2289,,Ste-2,,USA,Ste,42.03,-86.514,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2290,2290,,Ste-3,,USA,Ste,42.03,-86.514,Diane Byers,2002-05-01 00:00:00,Y,,N,,,,,,,,,,,,,CS77748,,
2291,2291,,Ste-5,,USA,Ste,42.03,-86.514,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2292,2292,,Ste-6,,USA,Ste,42.03,-86.514,Diane Byers,2002-05-01 00:00:00,Y,,N,,,,,,,,,,,,,CS77749,,
2293,2293,,Ste-7,,USA,Ste,42.03,-86.514,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2294,2294,,Ste-9,,USA,Ste,42.03,-86.514,Diane Byers,2002-05-01 00:00:00,Y,,N,,,,,,,,,,,,,CS77750,,
2295,2295,,Ste-10,,USA,Ste,42.03,-86.514,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2296,2296,,Ste-11,,USA,Ste,42.03,-86.514,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2297,2297,,Ste-12,,USA,Ste,42.03,-86.514,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2298,2298,,Ste-13,,USA,Ste,42.03,-86.514,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2299,2299,,Ste-14,,USA,Ste,42.03,-86.514,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2300,2300,,Ste-15,,USA,Ste,42.03,-86.514,Diane Byers,2002-05-01 00:00:00,Y,,N,,,,,,,,,,,,,CS77751,,
2301,2301,,Ste-16,,USA,Ste,42.03,-86.514,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2302,2302,,Ste-17,,USA,Ste,42.03,-86.514,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2303,2303,,Ste-18,,USA,Ste,42.03,-86.514,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2304,2304,,Ste-19,,USA,Ste,42.03,-86.514,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2305,2305,,Ste-20,,USA,Ste,42.03,-86.514,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2306,2306,,Ste-25,,USA,Ste,42.03,-86.514,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2307,2307,,Ste-26,,USA,Ste,42.03,-86.514,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2308,2308,,Ste-29,,USA,Ste,42.03,-86.514,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2309,2309,,Ste-30,,USA,Ste,42.03,-86.514,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2310,2310,,Ste-31,,USA,Ste,42.03,-86.514,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2311,2311,,Ste-32,,USA,Ste,42.03,-86.514,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2312,2312,,Ste-33,,USA,Ste,42.03,-86.514,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2313,2313,,Ste-34,,USA,Ste,42.03,-86.514,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2314,2314,,Ste-35,,USA,Ste,42.03,-86.514,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2315,2315,,Ste-36,,USA,Ste,42.03,-86.514,Diane Byers,2002-05-01 00:00:00,N,,N,,,,,,,,,,,,,,,
2316,2316,,Ste-37,,USA,Ste,42.03,-86.514,Diane Byers,2002-05-01 00:00:00,Y,,N,,,,,,,,,,,,,CS77752,,
2317,2317,,Ste-40,,USA,Ste,42.03,-86.514,Diane Byers,2002-05-01 00:00:00,N,Y,Y,Joy Bergelson remain of the 200,,Y,done,Monsanto,http://gwapp.gmi.oeaw.ac.at/public/plants/2317.png,,,,,,CS77278,,,CS77278
2318,2318,,Wilcox-2,,USA,Wilcox,43.48,-89.46,Diane Byers,2004-05-31 00:00:00,N,,N,,,,,,,,,,,,,,,
2319,2319,,Wilcox-3,,USA,Wilcox,43.48,-89.46,Diane Byers,2004-05-31 00:00:00,N,,N,,,,,,,,,,,,,,,
2320,2320,,Wilcox-4,,USA,Wilcox,43.48,-89.46,Diane Byers,2004-05-31 00:00:00,Y,,N,,,,,,,,,,,,,CS77753,,
2321,2321,,Wilcox-7,,USA,Wilcox,43.48,-89.46,Diane Byers,2004-05-31 00:00:00,N,,N,,,,,,,,,,,,,,,
2322,2322,,Wilcox-8,,USA,Wilcox,43.48,-89.46,Diane Byers,2004-05-31 00:00:00,N,,N,,,,,,,,,,,,,,,
2323,2323,,Wilcox-11,,USA,Wilcox,43.48,-89.46,Diane Byers,2004-05-31 00:00:00,N,,N,,,,,,,,,,,,,,,
2324,2324,,Wilcox-12,,USA,Wilcox,43.48,-89.46,Diane Byers,2004-05-31 00:00:00,N,,N,,,,,,,,,,,,,,,
2325,2325,,Wilcox-13,,USA,Wilcox,43.48,-89.46,Diane Byers,2004-05-31 00:00:00,N,,N,,,,,,,,,,,,,,,
2326,2326,,Wilcox-15,,USA,Wilcox,43.48,-89.46,Diane Byers,2004-05-31 00:00:00,N,,N,,,,,,,,,,,,,,,
2327,2327,,Wilcox-16,,USA,Wilcox,43.48,-89.46,Diane Byers,2004-05-31 00:00:00,Y,,N,,,,,,,,,,,,,CS77754,,
2328,2328,,Wilcox-17,,USA,Wilcox,43.48,-89.46,Diane Byers,2004-05-31 00:00:00,N,,N,,,,,,,,,,,,,,,
2329,2329,,Wilcox-19,,USA,Wilcox,43.48,-89.46,Diane Byers,2004-05-31 00:00:00,N,,N,,,,,,,,,,,,,,,
